race,linked_fate,linked_progress,linked_hurt,party_id,WEIGHT,AGE,Gender,party_reg,for_born,income_level,edu_level
Whites,-2,-2,-2,4,0.55348,34,1,Republican,1,5,7
Whites,-2,-2,-2,2,5.47017,29,1,Decline to State,1,2,3
Asians,2,2,-1,1,0.57963,44,2,Decline to State,1,5,7
Asians,2,2,2,1,0.13595,22,1,Democrat,1,4,7
Latinx,1,-1,1,1,0.69249,19,1,Democrat,1,5,5
Latinx,1,1,1,1,0.21462,36,2,Decline to State,1,5,8
Asians,-2,-2,-2,4,0.7958,49,2,Other,1,5,5
Whites,1,1,-1,4,0.89701,37,1,Other,1,5,5
Whites,1,1,-1,1,0.36341,44,2,Decline to State,2,6,8
Whites,-1,-1,-1,2,0.19424,24,2,Republican,1,4,7
Asians,1,1,-1,2,0.26327,20,1,Republican,1,5,5
Whites,-2,2,-2,4,0.41269,35,1,Democrat,1,5,7
Whites,2,-1,-1,3,0.44878,79,2,Democrat,1,1,7
Whites,2,1,1,1,0.37438,34,1,Democrat,1,5,8
Latinx,-2,-2,-2,3,0.17941,30,2,Republican,1,4,8
Asians,2,2,2,3,1.90449,31,1,Decline to State,1,2,8
Whites,-1,-1,-1,4,1.14565,54,2,Other,1,4,4
Whites,NA,-1,-1,3,0.61086,44,2,Democrat,2,4,7
Whites,1,-1,-1,1,0.41269,38,1,Democrat,1,5,8
Whites,-1,1,-1,2,2.87516,70,2,Republican,1,4,5
Whites,1,1,-1,1,0.28169,28,1,Decline to State,1,6,8
Asians,NA,NA,NA,1,0.49845,32,1,Democrat,1,6,7
Latinx,-1,-1,-1,2,0.24481,23,1,Republican,1,1,6
Whites,-2,-2,-2,1,1.24581,25,2,Democrat,1,6,7
Whites,1,1,1,1,0.94252,18,2,Decline to State,1,6,3
Whites,-1,1,1,3,1.0716,27,1,Republican,1,3,8
Whites,-1,-1,-1,3,0.36436,37,1,Decline to State,1,5,8
Whites,-1,-1,1,1,0.40567,32,1,Democrat,1,4,8
Asians,2,1,2,1,0.54075,39,1,Democrat,1,6,8
Latinx,-2,-2,-2,2,0.39008,40,2,Republican,1,5,7
Asians,1,-1,1,4,0.60471,25,1,Democrat,1,3,7
Latinx,1,1,-1,1,0.9212,34,1,Democrat,1,4,5
Whites,-1,-2,-2,1,0.47229,53,2,Democrat,1,6,8
Whites,1,-1,-1,1,0.38041,32,1,Democrat,1,6,8
Whites,1,2,2,1,0.23726,37,2,Democrat,1,4,7
Asians,1,2,1,1,0.13503,23,2,Democrat,1,2,7
Whites,1,-1,-1,3,0.58522,60,2,Democrat,1,5,5
Whites,2,-1,1,2,0.60972,30,1,Republican,1,4,7
Latinx,-2,-1,-1,3,0.4291,25,1,Decline to State,1,3,6
Whites,2,1,1,3,2.03771,38,1,Other,1,5,8
Latinx,-1,-2,-2,2,3.54914,74,2,Republican,1,6,6
Blacks,NA,NA,NA,3,1.35175,45,2,Republican,1,3,8
Whites,1,-1,-1,1,0.94855,55,2,Democrat,1,4,4
Whites,2,2,1,1,0.26021,31,1,Decline to State,1,4,7
Whites,1,1,1,1,1.24581,27,2,Democrat,2,4,7
Latinx,-1,-1,-2,3,0.26906,38,1,Decline to State,1,6,7
Whites,1,-2,1,3,1.10933,54,2,Other,1,1,6
Whites,1,2,-1,1,1.03862,36,1,Democrat,1,5,8
Whites,1,1,1,1,1.28937,20,1,Decline to State,1,5,3
Latinx,2,1,1,1,1.40588,28,1,Democrat,1,2,5
Latinx,-2,-2,-2,3,1.49879,72,2,Republican,1,4,6
Other,1,1,1,2,1.98708,35,2,Republican,1,5,6
Whites,1,-2,2,3,0.39974,66,2,Decline to State,1,4,8
Whites,-2,-2,-2,3,0.51338,36,1,Decline to State,1,5,8
Whites,1,1,1,4,0.38632,50,2,Other,1,NA,7
Asians,1,1,1,1,0.17294,22,1,Democrat,1,4,7
Whites,1,1,1,1,0.4118,28,1,Democrat,1,6,7
Whites,2,1,2,1,0.35339,58,2,Democrat,1,4,8
Whites,1,-1,1,1,0.89869,62,2,Democrat,1,2,5
Latinx,1,-2,-1,1,1.4516,44,2,Decline to State,1,5,5
Whites,1,1,-1,3,0.32031,46,2,Democrat,1,5,7
Whites,1,1,1,2,0.33531,57,2,Republican,1,6,7
Whites,2,1,2,1,0.4118,29,1,Democrat,1,3,8
Asians,2,1,2,3,1.85755,34,1,Decline to State,1,6,8
Latinx,2,2,2,4,0.30134,20,2,Democrat,1,1,5
Whites,-1,-2,-2,1,0.35418,25,1,Democrat,1,2,8
Whites,1,1,1,4,2.04135,25,1,Other,1,2,5
Whites,-2,-2,-2,2,2.22178,53,2,Republican,1,4,3
Whites,-1,1,1,1,0.34504,65,2,Democrat,1,3,8
Latinx,2,2,2,1,2.27017,26,2,Democrat,1,3,7
Latinx,1,2,2,2,0.45071,30,1,Republican,1,4,7
Latinx,-1,1,-1,1,0.32039,31,1,Democrat,1,6,7
Whites,2,-1,-1,4,0.42324,37,2,Decline to State,1,5,8
Whites,1,1,1,4,0.43761,73,2,Decline to State,1,4,8
Blacks,2,2,2,1,0.74385,33,1,Decline to State,1,4,7
Whites,-1,-1,-1,3,0.87986,66,2,Decline to State,1,5,5
Whites,-1,-1,-2,2,1.0716,29,1,Republican,1,3,7
Whites,1,1,1,1,0.43915,28,1,Democrat,1,1,7
Whites,2,1,1,1,0.83731,31,1,Democrat,1,5,6
Asians,1,1,1,1,0.88082,35,2,Decline to State,1,5,8
Other,2,2,1,2,0.36123,35,1,Republican,1,5,7
Whites,2,1,1,2,1.99843,36,1,Decline to State,1,1,7
Whites,1,-1,-2,1,0.18227,35,2,Democrat,1,6,8
Latinx,-1,-2,-2,2,0.53129,27,1,Republican,1,2,5
Whites,2,1,1,4,0.24732,19,2,Decline to State,1,5,5
Whites,NA,NA,NA,2,0.44777,23,1,Decline to State,1,3,4
Other,NA,NA,NA,4,0.6625,30,1,Decline to State,1,4,7
Whites,-1,-1,-1,1,0.41269,38,1,Democrat,1,6,8
Whites,-1,-2,-2,1,0.40538,60,2,Democrat,1,3,7
Asians,2,-1,1,4,1.85755,30,1,Decline to State,1,1,8
Whites,-1,-1,2,3,0.74268,21,1,Other,1,1,4
Whites,2,2,2,3,0.20343,24,1,Decline to State,1,4,7
Whites,2,-1,-1,4,0.40233,22,2,Other,1,1,7
Latinx,2,1,1,3,2.79157,39,1,Decline to State,1,3,3
Whites,2,1,2,3,1.78941,49,2,Decline to State,1,3,6
Whites,-1,-1,-1,1,0.51228,29,1,Decline to State,1,4,7
Latinx,-2,-2,-2,2,0.47684,41,1,Republican,1,5,6
Asians,1,1,1,1,0.93856,30,1,Democrat,1,3,5
Whites,1,-2,-2,1,0.38606,41,1,Democrat,1,5,8
Whites,2,1,1,3,0.87963,21,1,Republican,1,1,6
Whites,1,-2,-2,1,1.21305,49,2,Democrat,1,5,6
Whites,1,-1,-1,2,0.37391,36,1,Republican,1,4,7
Whites,-2,-2,-2,1,0.60461,46,2,Democrat,1,5,7
Whites,-1,-1,-1,1,0.41269,38,1,Democrat,2,6,8
Asians,1,1,1,3,0.732,51,1,Other,1,6,8
Whites,1,-1,-1,1,0.40567,30,1,Democrat,1,2,8
Latinx,2,2,2,1,1.18531,37,1,Democrat,2,5,8
Whites,2,2,2,1,0.41269,37,1,Democrat,1,6,8
Whites,-1,-2,-2,1,0.71409,35,1,Democrat,1,4,6
Latinx,1,1,1,1,2.89267,25,2,Democrat,1,1,5
Latinx,-2,1,1,1,0.44833,58,2,Democrat,1,4,7
Whites,1,-2,-1,3,0.48523,65,2,Republican,1,3,8
Whites,1,1,-1,3,0.51338,36,1,Decline to State,1,6,8
Latinx,2,2,1,1,0.67762,19,2,Democrat,1,1,3
Whites,1,1,-1,2,1.42993,31,1,Republican,1,4,5
Whites,1,-1,1,1,0.56137,63,2,Democrat,1,NA,7
Whites,-1,-2,-2,1,0.32718,30,1,Democrat,1,4,7
Whites,1,1,-1,3,0.20895,35,1,Democrat,1,4,8
Whites,2,2,2,1,0.24477,19,2,Democrat,1,6,5
Latinx,2,2,2,3,0.21462,38,2,Decline to State,1,4,8
Blacks,2,1,2,1,1.90661,40,1,Democrat,1,5,7
Whites,2,1,1,2,0.51758,83,1,Republican,1,3,7
Latinx,-1,1,1,1,0.27968,20,1,Democrat,1,1,6
Latinx,-2,-2,-2,4,0.52486,47,1,Republican,1,5,4
Whites,2,-2,2,2,0.53249,50,2,Republican,1,6,7
Blacks,2,1,2,4,0.49162,25,2,Democrat,1,1,8
Asians,1,-2,-2,1,0.28368,18,2,Democrat,1,5,5
Whites,-1,-1,-1,1,0.98781,70,2,Democrat,1,2,6
Whites,1,-1,-1,2,2.33276,48,2,Republican,1,3,5
Whites,-1,-2,-2,3,0.40567,31,1,Democrat,1,2,8
Latinx,NA,NA,NA,4,0.45373,39,2,Decline to State,1,5,8
Whites,-1,1,-1,3,0.39947,40,1,Decline to State,1,6,8
Whites,1,-1,-1,1,1.50822,34,1,Republican,1,5,5
Whites,1,-1,1,1,0.64218,66,2,Democrat,1,4,5
Whites,1,1,2,2,0.60122,57,2,Republican,1,5,7
Latinx,1,2,2,3,0.59028,47,2,Other,2,3,7
Whites,-1,1,-1,3,0.4221,48,1,Decline to State,1,5,8
Latinx,2,1,1,1,11.16189,66,2,Democrat,1,NA,4
Whites,NA,NA,NA,2,0.7875,47,2,Republican,1,4,8
Whites,2,1,1,2,1.05769,37,1,Republican,1,5,5
Latinx,-2,-2,-2,3,0.29379,38,1,Decline to State,2,5,8
Whites,1,-1,-1,3,0.79045,32,2,Republican,1,5,7
Asians,1,1,1,1,0.4853,59,2,Democrat,2,6,7
Whites,1,-1,-1,1,2.97197,43,1,Democrat,1,4,5
Latinx,2,2,1,1,0.34893,25,2,Democrat,2,4,7
Latinx,1,-1,-1,1,0.64322,50,2,Decline to State,2,4,5
Latinx,2,1,-1,1,1.58808,35,1,Democrat,2,4,5
Whites,-1,-2,-2,4,0.35996,39,2,Democrat,1,6,8
Whites,2,2,1,1,0.37865,32,1,Democrat,1,4,8
Asians,2,2,2,1,0.35688,34,1,Democrat,2,1,7
Whites,2,-2,-2,2,1.32335,57,2,Republican,1,4,5
Whites,2,-1,1,3,3.93805,72,2,Decline to State,1,5,3
Latinx,-2,1,-1,1,1.16198,39,1,Democrat,1,6,7
Asians,2,2,2,3,2.19355,50,2,Decline to State,2,5,8
Whites,1,1,1,1,0.34586,21,1,Other,1,1,7
Whites,1,-2,-1,2,0.78115,35,2,Republican,1,5,7
Whites,2,2,2,1,0.11445,22,2,Democrat,1,3,7
Whites,-2,-1,-2,3,0.44249,33,1,Decline to State,1,5,7
Asians,2,1,2,1,0.26648,20,2,Decline to State,2,1,6
Blacks,2,2,2,3,0.7229,35,1,Decline to State,1,5,8
Latinx,2,2,2,1,0.28127,30,2,Decline to State,2,4,8
Asians,2,2,2,4,0.34064,29,2,Decline to State,1,5,7
Whites,-1,-2,1,1,0.44429,41,2,Democrat,1,5,8
Latinx,2,2,2,4,0.20694,32,1,Other,1,2,7
Whites,2,-1,-1,2,0.69757,52,2,Republican,1,4,8
Whites,1,1,1,1,0.31691,30,1,Democrat,1,3,7
Latinx,2,2,2,1,1.46738,26,2,Democrat,1,3,3
Latinx,2,1,1,1,0.9229,50,1,Democrat,1,5,7
Whites,-1,-1,-1,1,0.24097,40,1,Democrat,1,5,8
Whites,NA,-2,-2,1,0.9362,37,2,Democrat,1,4,5
Whites,1,1,1,1,3.71752,78,2,Decline to State,1,2,3
Whites,-2,-2,-2,3,0.90949,48,1,Decline to State,1,5,8
Latinx,1,1,1,1,0.82918,43,1,Democrat,1,5,5
Whites,1,-2,-2,1,0.41269,35,1,Democrat,1,6,8
Asians,NA,NA,NA,1,0.55417,46,1,Democrat,1,6,8
Blacks,2,-1,-1,3,1.97541,42,1,Decline to State,1,4,8
Asians,1,1,-1,1,0.96017,42,1,Democrat,1,5,4
Asians,-1,-1,-1,2,0.64527,48,1,Republican,2,5,7
Whites,-1,-2,-2,3,1.24581,27,2,Democrat,1,2,7
Whites,1,1,-1,1,0.98781,70,2,Democrat,1,1,6
Asians,2,1,1,3,0.52251,60,2,Decline to State,2,4,7
Latinx,1,1,1,1,0.32039,34,1,Democrat,1,3,7
Latinx,-2,-2,-2,1,1.61842,48,1,Democrat,1,4,7
Asians,-1,1,1,1,1.0444,26,1,Decline to State,1,3,8
Whites,2,-2,-1,1,1.23042,28,2,Decline to State,1,2,6
Whites,1,-1,1,1,0.29905,33,1,Democrat,1,6,7
Whites,NA,NA,NA,4,0.88969,50,1,Republican,1,4,4
Whites,1,-1,-1,2,1.37656,32,2,Republican,1,3,5
Whites,NA,NA,NA,4,0.85263,43,1,Democrat,1,6,6
Asians,-2,1,-2,2,2.62297,29,1,Republican,1,5,5
Asians,NA,NA,NA,1,0.46374,28,1,Democrat,1,5,7
Latinx,2,1,2,1,3.70052,25,1,Decline to State,1,4,3
Whites,1,1,1,3,1.02016,49,1,Decline to State,1,5,6
Blacks,-2,-1,-1,3,1.01075,40,1,Decline to State,1,3,7
Whites,-2,-2,-2,1,0.38606,41,1,Democrat,1,5,8
Asians,1,1,2,1,0.53186,50,2,Democrat,2,6,8
Asians,1,2,-1,1,0.44324,20,1,Republican,1,1,5
Whites,1,2,1,1,0.40538,64,2,Democrat,2,5,8
Whites,-1,-1,-1,1,0.66135,67,2,Democrat,1,3,7
Asians,1,1,1,3,0.48913,44,1,Democrat,1,5,8
Blacks,NA,NA,NA,1,4.51842,76,2,Democrat,1,4,3
Whites,1,-2,-2,3,0.57309,39,1,Other,1,5,7
Asians,1,1,-1,2,1.38348,62,1,Republican,1,6,5
Whites,-1,-2,-2,3,0.39004,58,1,Decline to State,1,6,7
Whites,-2,-2,1,4,1.04114,64,2,Decline to State,1,4,4
Latinx,1,2,2,1,0.49242,43,1,Democrat,1,5,8
Latinx,1,-1,-1,3,0.28843,74,1,Republican,1,6,8
Whites,-2,-2,-2,1,1.64072,58,1,Democrat,1,6,3
Asians,NA,NA,NA,3,1.72768,51,1,Other,1,6,8
Whites,1,1,1,2,0.88926,80,1,Republican,1,5,8
Whites,1,-1,1,4,0.66919,55,1,Other,1,6,7
Asians,1,1,-1,3,0.40249,27,2,Democrat,1,4,8
Whites,-1,-1,1,2,0.60972,33,1,Republican,1,6,7
Whites,2,-2,-2,1,1.81282,28,2,Democrat,1,1,5
Whites,NA,NA,NA,4,0.55814,64,1,Republican,2,5,8
Latinx,2,2,NA,3,0.63076,37,1,Other,1,5,5
Asians,2,1,-1,1,0.42,64,2,Other,1,4,7
Whites,2,1,2,2,2.27996,79,2,Republican,1,2,5
Whites,1,-1,1,3,1.262,55,1,Decline to State,1,4,4
Whites,2,2,2,1,4.47623,84,2,Democrat,1,2,3
Whites,1,1,1,3,1.55379,54,1,Other,1,4,5
Other,-1,-1,-1,3,0.69894,58,2,Decline to State,1,6,8
Latinx,1,2,2,1,4.5299,21,2,Democrat,2,2,3
Whites,1,-1,-1,4,0.44262,31,1,Democrat,1,1,8
Latinx,1,1,2,1,0.50412,19,2,Democrat,1,4,5
Whites,-1,-2,-2,1,1.13326,45,1,Democrat,1,5,6
Latinx,2,2,2,1,3.05846,29,2,Decline to State,2,2,5
Whites,1,1,-1,1,0.83344,34,1,Democrat,1,3,5
Whites,2,2,1,3,0.36748,52,2,Republican,1,6,8
Whites,1,1,1,3,1.10089,68,2,Decline to State,1,3,7
Whites,-2,-2,-2,1,0.71928,32,2,Democrat,1,5,6
Whites,-1,-2,-2,1,0.53814,35,1,Democrat,1,3,7
Asians,2,1,1,1,0.85929,21,2,Democrat,1,1,6
Whites,1,1,1,2,2.90993,48,1,Republican,1,NA,8
Blacks,2,1,2,1,0.18343,27,2,Democrat,1,2,7
Whites,1,-1,1,1,0.27138,57,1,Democrat,1,5,7
Whites,-1,-1,-2,1,0.34504,69,2,Democrat,1,6,8
Whites,2,1,1,1,1.10272,66,2,Decline to State,1,5,8
Whites,1,-1,-1,1,0.64218,81,2,Democrat,1,5,7
Whites,-1,-2,-2,1,0.58589,51,1,Democrat,1,3,7
Asians,NA,NA,NA,1,0.4216,32,1,Democrat,1,5,7
Latinx,-1,-1,-1,2,1.48662,32,1,Decline to State,1,3,5
Asians,1,-1,-1,4,0.61562,37,1,Other,1,1,7
Whites,-1,-1,-1,4,0.57724,28,1,Democrat,1,1,8
Whites,-2,-2,-2,3,0.44249,34,1,Decline to State,1,5,7
Whites,2,1,-1,1,1.43849,35,1,Democrat,1,5,7
Other,1,1,1,1,0.66119000000000006,51,2,Democrat,1,5,8
Whites,NA,NA,NA,4,1.05769,37,1,Republican,1,5,5
Whites,2,-2,-2,3,2.15163,33,1,Republican,1,4,4
Whites,1,-1,-1,1,0.26588,61,2,Democrat,1,1,8
Whites,-2,-2,-2,1,1.15504,20,1,Other,1,6,3
Whites,-1,-1,-1,2,1.26122,48,1,Republican,1,4,5
Whites,-1,-1,1,2,4.20655,55,1,Republican,1,4,5
Whites,-1,-1,1,1,0.26588,60,2,Democrat,1,6,8
Whites,1,-1,-1,3,0.3766,53,1,Decline to State,1,4,8
Whites,1,-1,-1,3,3.30516,38,1,Other,2,6,3
Latinx,1,2,2,1,1.36673,18,1,Democrat,1,1,3
Whites,1,1,-1,2,0.59166,82,1,Democrat,1,5,7
Whites,-1,-2,-1,3,0.29932,43,1,Decline to State,2,6,8
Whites,1,1,-1,1,0.44031,66,1,Democrat,1,5,8
Whites,NA,NA,NA,3,0.27919,41,1,Decline to State,2,4,8
Whites,2,-1,-1,3,0.5689,49,1,Democrat,1,4,7
Whites,2,2,2,2,0.29965,44,1,Republican,2,6,8
Whites,-1,-1,-1,3,0.48523,68,2,Republican,1,3,7
Whites,1,1,2,3,1.19066,38,2,Decline to State,1,4,4
Latinx,2,2,1,3,2.94793,31,2,Republican,1,5,6
Asians,2,1,2,1,0.43622,42,1,Democrat,2,6,7
Whites,-1,1,1,1,0.09066,24,2,Democrat,1,3,7
Whites,1,1,-1,1,0.58112,33,2,Decline to State,1,4,8
Whites,2,-1,1,3,0.47322,30,1,Decline to State,1,2,7
Whites,1,-1,-1,4,0.57309,36,1,Decline to State,1,6,7
Whites,-2,-2,-2,1,1.05693,36,1,Democrat,1,4,5
Latinx,-2,-2,-1,2,0.58971,57,2,Republican,1,4,5
Latinx,1,1,1,1,0.48018,32,2,Democrat,1,4,5
Latinx,-1,-1,-2,3,0.39314,41,2,Decline to State,2,4,5
Latinx,1,1,-1,4,0.36708,50,1,Republican,1,5,8
Whites,1,1,1,3,0.47229,54,2,Democrat,2,5,8
Asians,1,1,1,3,0.80622,40,1,Decline to State,1,6,8
Whites,1,-2,1,1,0.47935,64,1,Democrat,1,4,8
Whites,1,-1,-1,1,0.32783,72,1,Democrat,1,4,8
Whites,1,-1,1,1,0.53075,84,2,Democrat,1,5,8
Whites,-1,-1,-1,1,0.45643,59,1,Democrat,2,6,8
Whites,-1,1,-1,1,0.74037,75,2,Democrat,1,3,8
Whites,2,2,2,1,0.40336,49,2,Democrat,1,6,7
Whites,2,1,1,3,1.21452,47,1,Democrat,1,5,6
Whites,-2,-2,-2,3,0.57309,36,1,Decline to State,1,5,7
Whites,1,-1,-1,3,0.30763,39,1,Other,1,6,7
Whites,-2,-2,-2,2,0.29965,44,1,Republican,1,6,7
Whites,2,1,-2,1,2.21969,53,1,Democrat,1,5,3
Latinx,-1,-1,-1,4,0.19731,49,2,Decline to State,1,5,8
Whites,-2,-2,-2,1,0.72159,76,1,Democrat,1,5,5
Latinx,1,1,1,3,0.21584,48,1,Decline to State,1,4,8
Latinx,2,2,2,4,0.19452,27,1,Other,1,3,8
Latinx,1,1,1,2,0.21616,41,1,Republican,1,5,8
Whites,2,2,2,2,0.74638,80,2,Republican,1,1,7
Whites,1,-2,-1,1,0.79857,22,1,Democrat,1,4,3
Latinx,-1,-2,-2,3,2.30733,68,2,Republican,1,4,6
Whites,1,-1,-1,3,0.36714,53,1,Democrat,1,6,7
Blacks,2,2,2,3,2.30991,36,1,Democrat,1,3,7
Asians,2,2,2,1,0.39885,25,1,Democrat,2,2,7
Whites,-1,1,-1,3,0.3371,55,1,Decline to State,1,4,7
Whites,-1,1,-1,1,0.5963,60,1,Decline to State,1,4,7
Latinx,1,1,1,1,0.16207,49,1,Democrat,1,5,7
Latinx,-2,-2,-2,1,0.28104,34,2,Decline to State,1,5,7
Whites,-2,-2,-2,3,0.47935,62,1,Democrat,1,6,7
Blacks,NA,NA,NA,3,0.74735,72,2,Democrat,1,NA,7
Latinx,2,1,1,4,0.65804,41,2,Other,1,5,7
Asians,1,-1,2,1,0.45684,33,1,Democrat,1,4,7
Blacks,2,2,2,1,1.00552,38,1,Democrat,1,5,6
Whites,1,1,-1,3,0.44447,70,1,Decline to State,1,3,8
Whites,NA,NA,NA,1,1.24234,80,1,Democrat,1,3,7
Whites,-1,-1,-1,3,0.26649,60,2,Decline to State,1,5,8
Asians,-2,-2,-2,2,0.3504,42,1,Republican,1,5,7
Whites,1,-1,-1,1,1.10916,34,1,Decline to State,1,4,6
Latinx,1,-1,1,1,0.93627,63,1,Democrat,1,5,5
Latinx,-2,-1,-1,3,0.23812,44,1,Decline to State,1,5,5
Whites,-1,-1,-1,3,0.88092,72,1,Other,1,3,5
Whites,1,-2,1,3,0.80026,29,1,Other,1,2,5
Asians,-1,-1,-1,1,0.58468,39,2,Democrat,2,6,8
Other,NA,NA,NA,1,0.33734,42,1,Democrat,1,5,8
Whites,1,-1,1,4,2.09094,50,2,Other,1,5,6
Latinx,-1,-1,-1,3,4.64626,63,1,Other,1,4,3
Whites,-1,-1,-1,3,0.44777,20,1,Other,1,5,6
Asians,1,-1,-1,3,1.82172,73,1,Decline to State,1,5,6
Whites,NA,NA,NA,2,0.73478,42,1,Republican,2,1,8
Whites,-2,-2,-2,3,0.55898,45,2,Decline to State,1,5,7
Whites,1,-1,-1,2,0.36217,43,1,Republican,1,6,7
Whites,1,-2,-2,1,0.55415,60,1,Democrat,1,5,8
Whites,1,-1,-1,3,4.19792,53,2,Decline to State,1,3,5
Latinx,2,2,2,1,0.54182,32,2,Democrat,1,4,5
Other,NA,NA,NA,3,0.74766,68,1,Decline to State,1,2,8
Whites,NA,NA,NA,1,1.45569,68,2,Democrat,1,3,5
Asians,1,1,1,3,2.51617,28,2,Republican,2,3,7
Latinx,2,-1,2,1,1.09537,26,1,Decline to State,1,4,5
Whites,-1,-1,-1,1,0.19563,58,2,Democrat,2,4,8
Whites,-1,-2,-2,3,0.8705,74,1,Decline to State,1,5,8
Other,NA,NA,NA,4,2.57889,33,1,Other,1,5,7
Asians,2,2,-1,3,1.04665,35,1,Other,1,5,7
Whites,1,-1,-1,1,0.38737,42,1,Democrat,1,6,7
Whites,-1,-1,-1,1,0.96023,58,1,Democrat,1,5,5
Latinx,2,2,2,1,1.26182,62,1,Democrat,2,4,6
Whites,-2,-2,-2,1,0.80774,65,2,Democrat,1,3,7
Whites,-2,-2,-2,2,1.07532,52,1,Republican,1,5,6
Blacks,1,-1,-1,3,0.89878,40,2,Decline to State,1,5,6
Whites,2,1,-1,1,0.30755,50,2,Democrat,1,5,8
Latinx,1,1,-1,2,0.21388,56,1,Republican,1,4,7
Latinx,1,1,-1,2,0.51049,62,2,Republican,2,1,5
Whites,1,-1,-1,3,0.43625,55,1,Democrat,2,6,8
Asians,1,1,1,3,0.41344,50,1,Democrat,1,3,7
Whites,-2,-2,-2,3,1.30014,68,1,Decline to State,1,4,6
Whites,1,1,1,2,0.45556,72,1,Republican,1,5,8
Latinx,2,2,2,NA,0.23501,62,1,Republican,2,4,7
Whites,1,1,1,3,0.45556,75,1,Republican,1,NA,8
Latinx,NA,NA,NA,NA,0.30359,68,1,Other,NA,NA,7
Whites,2,1,-1,1,0.52252,54,1,Democrat,1,5,7
Latinx,1,1,-2,2,1.29547,59,1,Republican,1,5,3
Whites,-1,-2,-2,3,0.83579,32,1,Other,1,2,8
Latinx,1,1,1,3,0.31552,27,1,Republican,1,2,7
Whites,1,1,1,3,0.78628,68,1,Other,1,5,5
Latinx,-2,-2,-2,4,0.10655,43,1,Republican,1,4,7
Latinx,2,2,1,3,2.79439,20,2,Democrat,1,1,3
Whites,1,1,-1,2,0.68274,23,1,Other,1,4,7
Whites,2,1,1,2,1.53321,19,1,Republican,1,1,5
Blacks,2,2,2,1,0.18015,23,1,Democrat,1,2,7
Whites,-1,-2,-2,1,0.83936,77,1,Democrat,1,2,7
Whites,-1,-1,-1,2,0.82124,29,1,Republican,1,4,5
Whites,2,1,1,4,0.34548,60,1,Other,1,5,8
Other,-2,-2,-2,4,0.3952,37,1,Other,1,5,7
Whites,2,1,2,2,1.81992,46,2,Republican,1,5,5
Latinx,2,1,1,3,0.84446,44,1,Decline to State,2,3,5
Whites,1,-1,-1,3,0.39955,38,2,Decline to State,1,5,8
Whites,2,-2,-2,1,0.47229,53,2,Democrat,1,2,8
Whites,1,1,-1,2,0.28542,38,1,Republican,1,4,7
Other,NA,NA,NA,3,0.63144,40,1,Republican,1,3,7
Whites,1,-1,-1,1,0.57995,67,1,Democrat,1,1,5
Whites,-2,-2,-1,1,0.46304,33,2,Other,1,4,7
Whites,2,1,1,1,0.42787,59,2,Democrat,1,6,8
Whites,-1,-1,-1,4,1.03686,40,1,Republican,1,4,5
Blacks,2,2,2,1,0.57842,37,1,Democrat,2,6,8
Other,NA,NA,NA,4,0.21231,24,1,Decline to State,1,1,7
Whites,1,1,1,3,2.70871,75,1,Other,1,3,5
Whites,NA,NA,NA,1,1.48486,68,1,Democrat,1,3,6
Asians,2,2,2,1,0.54618,31,2,Democrat,2,5,8
Whites,1,1,-2,1,0.44429,40,2,Democrat,1,5,8
Asians,1,1,1,1,0.49585,65,1,Democrat,1,6,8
Blacks,2,2,2,1,0.93328,47,2,Democrat,1,4,7
Whites,2,-1,1,1,0.34838,72,2,Democrat,1,4,8
Whites,1,-1,-1,3,1.69621,78,2,Other,1,4,7
Latinx,1,1,1,4,0.26606,59,2,Decline to State,2,2,8
Whites,-2,-2,-2,3,0.41919,35,2,Decline to State,1,5,8
Latinx,-2,-2,-2,3,1.47232,51,1,Republican,1,5,5
Whites,1,-1,-1,4,0.51228,27,1,Decline to State,1,5,7
Whites,NA,NA,1,4,0.73205,60,2,Other,1,1,4
Asians,-1,-2,-2,3,0.7958,46,2,Decline to State,1,6,6
Whites,1,1,1,2,1.26652,76,2,Republican,1,2,5
Whites,2,2,1,1,2.5503,62,1,Democrat,1,6,5
Whites,-1,-1,-1,3,0.64612,29,1,Republican,1,4,5
Whites,1,-1,-1,1,4.54538,31,1,Democrat,1,3,5
Asians,1,1,-1,2,0.96326,40,1,Republican,2,3,5
Latinx,1,1,1,1,0.31812,40,2,Democrat,1,5,8
Latinx,-1,-1,-1,2,0.41893,28,2,Republican,1,2,8
Latinx,1,-1,-1,2,0.5651,51,1,Republican,2,5,5
Whites,-1,-2,NA,1,0.52842,49,2,Democrat,1,2,7
Latinx,1,1,1,3,0.89507,20,2,Decline to State,1,1,5
Asians,1,1,-1,1,0.43622,44,1,Democrat,1,2,8
Latinx,NA,NA,NA,4,0.16714,47,1,Other,1,5,7
Whites,1,-1,-2,2,1.29402,50,1,Republican,1,3,7
Whites,2,2,2,2,0.6734,67,2,Republican,1,4,7
Whites,-1,-2,-1,4,0.34548,63,1,Decline to State,1,2,7
Latinx,2,2,2,1,0.44833,56,2,Democrat,1,1,7
Latinx,1,1,1,3,0.29023,42,1,Decline to State,1,2,5
Whites,1,-1,2,1,0.57008,67,1,Democrat,1,2,8
Latinx,1,NA,-2,2,3.67472,73,2,Republican,2,1,2
Whites,-1,-2,-2,1,0.18534,60,2,Democrat,1,5,8
Whites,1,-1,1,4,2.33905,34,1,Other,1,4,3
